no,title,artist,genre,good
52,취기를 빌려 (취향저격 그녀 X 산들),산들,발라드,196849
53,Off My Face,Justin Bieber,POP,62028
54,봄날,방탄소년단,"랩/힙합, 발라드",545825
55,2002,Anne-Marie,POP,365606
56,Life Goes On,방탄소년단,"랩/힙합, 댄스, 발라드, R&B/Soul",223162
57,허리춤,오반 (OVAN),"랩/힙합, 인디음악",26267
58,그날에 나는 맘이 편했을까,이예준,발라드,58740
59,VVS (Feat. JUSTHIS) (Prod. GroovyRoom),미란이 (Mirani),랩/힙합,188038
60,METEOR,창모 (CHANGMO),랩/힙합,267162
61,내사람,SG 워너비,R&B/Soul,68406
62,마.피.아. In the morning,ITZY (있지),"랩/힙합, 댄스",58099
63,슈퍼스타,미도와 파라솔,"국내드라마, 록/메탈",23777
64,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,"국내드라마, 록/메탈",290890
65,Coin,아이유,"댄스, 발라드, R&B/Soul",99652
66,째깍 째깍 째깍 (with Beenzino),AKMU (악뮤),"록/메탈, 댄스, R&B/Soul",14934
67,On The Ground,로제 (ROSÉ),"록/메탈, 포크/블루스",135939
68,12:45 (Stripped),Etham,POP,144674
69,나랑 같이 걸을래 (바른연애 길잡이 X 적재),적재,"발라드, 인디음악",108769
70,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,"발라드, 국내드라마",372427
71,어떻게 지내 (Prod. By VAN.C),오반 (OVAN),"랩/힙합, 인디음악",164286
72,오래된 노래,스탠딩 에그,"포크/블루스, 인디음악",231766
73,너의 번호를 누르고 (Prod. 영화처럼),#안녕,"발라드, 인디음악",83481
74,살짝 설렜어 (Nonstop),오마이걸 (OH MY GIRL),"댄스, 발라드",181497
75,Memories,Maroon 5,POP,172518
76,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (MAKTUB),"R&B/Soul, 인디음악",241979
77,난 너를 사랑해,MSG워너비,발라드,18066
78,사실 나는 (Feat.전건호),경서예지,발라드,78948
79,고백,장범준,록/메탈,16356
80,나는 너 좋아,장범준,"국내드라마, 록/메탈",16207
81,늦은 밤 너의 집 앞 골목길에서,노을,발라드,184212
82,BENCH (with Zion.T),AKMU (악뮤),"록/메탈, 댄스, R&B/Soul",12624
83,How You Like That,BLACKPINK,댄스,182120
84,보고 싶단 말이야,펀치 (Punch),R&B/Soul,4918
85,Stupid love song (with Crush),AKMU (악뮤),"록/메탈, 댄스, R&B/Soul",14722
86,러브(Prod.로코베리),로꼬,랩/힙합,25349
87,Dance Monkey,Tones And I,POP,161362
88,이 밤을 빌려 말해요 (바른연애 길잡이 X 10CM),10CM,발라드,72395
89,그냥 안아달란 말야,다비치,발라드,40661
90,이제 나만 믿어요,임영웅,성인가요,132806
91,다시 사랑할 수 있을까,백지영,발라드,13768
92,이렇게 좋아해 본 적이 없어요,CHEEZE (치즈),"발라드, 인디음악",50929
93,힘든 건 사랑이 아니다,임창정,"발라드, 댄스",106711
94,추적이는 여름 비가 되어,장범준,"발라드, 록/메탈",25961
95,체념,MSG워너비(정상동기),"발라드, 댄스",22899
96,너의 발걸음에 빛을 비춰줄게 (Prod. 조영수),케이시 (Kassy),발라드,30102
97,마음을 드려요,아이유,"국내드라마, 발라드",212654
98,Way Back Home (2021),런치,일렉트로니카,16120
99,Paris In The Rain,Lauv,POP,258824
100,DUMB DUMB,전소미,댄스,13017
