no,title,artist,genre,good
42,추억은 만남보다 이별에 남아,정동하,발라드,53155
43,잠이 오질 않네요,장범준,발라드,144398
44,"LOVE DAY (2021) (바른연애 길잡이 X 양요섭, 정은지)",양요섭,댄스,97900
45,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),"발라드, 록/메탈, 포크/블루스",356215
46,비 오는 날 듣기 좋은 노래 (Feat. Colde),에픽하이 (EPIK HIGH),랩/힙합,44511
47,아로하,조정석,"국내드라마, 발라드",223706
48,Blueming,아이유,록/메탈,313844
49,가을 우체국 앞에서,김대명,"국내드라마, 발라드",29329
50,에잇(Prod.&Feat. SUGA of BTS),아이유,록/메탈,364076
51,Off My Face,Justin Bieber,POP,61729
52,취기를 빌려 (취향저격 그녀 X 산들),산들,발라드,196780
53,Bad Habits,Ed Sheeran,POP,31807
54,째깍 째깍 째깍 (with Beenzino),AKMU (악뮤),"록/메탈, 댄스, R&B/Soul",14537
55,봄날,방탄소년단,"랩/힙합, 발라드",545734
56,2002,Anne-Marie,POP,365549
57,Life Goes On,방탄소년단,"랩/힙합, 댄스, 발라드, R&B/Soul",223084
58,허리춤,오반 (OVAN),"랩/힙합, 인디음악",25992
59,그날에 나는 맘이 편했을까,이예준,발라드,58622
60,슈퍼스타,미도와 파라솔,"국내드라마, 록/메탈",23190
61,내사람,SG 워너비,R&B/Soul,68368
62,마.피.아. In the morning,ITZY (있지),"랩/힙합, 댄스",58034
63,VVS (Feat. JUSTHIS) (Prod. GroovyRoom),미란이 (Mirani),랩/힙합,187985
64,METEOR,창모 (CHANGMO),랩/힙합,267093
65,Coin,아이유,"댄스, 발라드, R&B/Soul",99531
66,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,"국내드라마, 록/메탈",290840
67,On The Ground,로제 (ROSÉ),"록/메탈, 포크/블루스",135794
68,12:45 (Stripped),Etham,POP,144592
69,나랑 같이 걸을래 (바른연애 길잡이 X 적재),적재,"발라드, 인디음악",108671
70,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,"발라드, 국내드라마",372348
71,너의 번호를 누르고 (Prod. 영화처럼),#안녕,"발라드, 인디음악",83378
72,BENCH (with Zion.T),AKMU (악뮤),"록/메탈, 댄스, R&B/Soul",12292
73,어떻게 지내 (Prod. By VAN.C),오반 (OVAN),"랩/힙합, 인디음악",164227
74,오래된 노래,스탠딩 에그,"포크/블루스, 인디음악",231679
75,난 너를 사랑해,MSG워너비,발라드,17964
76,살짝 설렜어 (Nonstop),오마이걸 (OH MY GIRL),"댄스, 발라드",181436
77,Stupid love song (with Crush),AKMU (악뮤),"록/메탈, 댄스, R&B/Soul",14358
78,Memories,Maroon 5,POP,172441
79,고백,장범준,록/메탈,16123
80,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (MAKTUB),"R&B/Soul, 인디음악",241903
81,사실 나는 (Feat.전건호),경서예지,발라드,78850
82,나는 너 좋아,장범준,"국내드라마, 록/메탈",16025
83,늦은 밤 너의 집 앞 골목길에서,노을,발라드,184171
84,How You Like That,BLACKPINK,댄스,182067
85,러브(Prod.로코베리),로꼬,랩/힙합,25178
86,이 밤을 빌려 말해요 (바른연애 길잡이 X 10CM),10CM,발라드,72311
87,이제 나만 믿어요,임영웅,성인가요,132764
88,Dance Monkey,Tones And I,POP,161289
89,다시 사랑할 수 있을까,백지영,발라드,13644
90,그냥 안아달란 말야,다비치,발라드,40605
91,추적이는 여름 비가 되어,장범준,"발라드, 록/메탈",25843
92,이렇게 좋아해 본 적이 없어요,CHEEZE (치즈),"발라드, 인디음악",50802
93,힘든 건 사랑이 아니다,임창정,"발라드, 댄스",106670
94,체념,MSG워너비(정상동기),"발라드, 댄스",22852
95,너의 발걸음에 빛을 비춰줄게 (Prod. 조영수),케이시 (Kassy),발라드,29986
96,Way Back Home (2021),런치,일렉트로니카,15995
97,마음을 드려요,아이유,"국내드라마, 발라드",212570
98,맞짱 (with 잔나비 최정훈),AKMU (악뮤),"록/메탈, 댄스, R&B/Soul",12503
99,Paris In The Rain,Lauv,POP,258739
100,EVEREST (with Sam Kim),AKMU (악뮤),"록/메탈, 댄스, R&B/Soul",11533
